"region","s1aq1","s1aq4y","urbrur","s1aq5","s2aq3","s2aq11a29","s4aq2","s4aq40a1","s4aq43m","s4aq49","s4aq55a","s4gq13c","hhid","s3aq23hhid","education_rank","urban_binary","abv_avg_wage"
"BONO EAST","Female",37,"Rural","Married (Islamic)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"Don't Know",641109,1,0,0,"High"
"SAVANNAH","Female",21,"Rural","Informal/living together","Primary",NA,NA,NA,NA,NA,704.84499041006,NA,549902,10,3,0,"Low"
"WESTERN","Male",6,"Rural",NA,"Primary",120,NA,NA,NA,NA,704.84499041006,NA,702214,1,3,0,"Low"
"NORTH EAST","Male",23,"Urban","Never married","JSS/JHS",0,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"Don't Know",651505,1,4,1,"High"
"NORTH EAST","Male",13,"Urban","Never married","Primary",20,NA,NA,NA,NA,704.84499041006,NA,451616,1,3,1,"Low"
"CENTRAL","Female",9,"Rural",NA,"Primary",300,NA,NA,NA,NA,704.84499041006,NA,608115,1,3,0,"Low"
"UPPER EAST","Male",45,"Urban","Married (Islamic)","JSS/JHS",NA,7,"Craft and related trades workers",0,"No",15,"No",254103,1,4,1,"Low"
"GREATER ACCRA","Male",53,"Rural","Married (Civil/Ordinance)","Middle",NA,5,"Skilled agricultural, forestry and fishery workers",2,NA,889,"Yes",213704,1,5,0,"High"
"WESTERN","Female",39,"Rural","Married (Customary/Traditional)","Primary",NA,5,"Service and sales workers",0,NA,660.672413793103,NA,403706,1,3,0,"Low"
"GREATER ACCRA","Male",36,"Urban","Married (Civil/Ordinance)","Postmiddle/secondary diploma",NA,NA,"Plant and machine operators, and assemblers",0,NA,561.896551724138,NA,311916,1,10,1,"Low"
"SAVANNAH","Female",4,"Urban",NA,"Kindergarten",105,NA,NA,NA,NA,729.655004205214,NA,549101,10,2,1,"High"
"ASHANTI","Male",15,"Urban","Never married","SSS/SHS",800,NA,NA,NA,NA,673.530203086443,NA,524807,10,6,1,"Low"
"NORTHERN","Male",20,"Rural","Never married","JSS/JHS",0,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",746909,1,4,0,"High"
"NORTHERN","Male",16,"Urban","Never married","JSS/JHS",150,NA,NA,NA,NA,618.119080643605,NA,346418,1,4,1,"Low"
"EASTERN","Female",11,"Rural",NA,"Primary",300,NA,NA,NA,NA,704.84499041006,NA,421713,1,3,0,"Low"
"WESTERN NORTH","Male",39,"Rural","Informal/living together","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,432405,1,0,0,"High"
"EASTERN","Female",2,"Urban",NA,NA,NA,NA,NA,NA,NA,550,NA,319008,1,NA,1,"Low"
"UPPER WEST","Female",15,"Urban","Never married","JSS/JHS",150,NA,NA,NA,NA,618.119080643605,NA,658101,1,4,1,"Low"
"EASTERN","Male",37,"Rural","Never married","JSS/JHS",NA,NA,NA,NA,NA,618.119080643605,NA,121202,1,4,0,"Low"
"VOLTA","Male",6,"Urban",NA,"Kindergarten",150,NA,NA,NA,NA,729.655004205214,NA,615707,2,2,1,"High"
"BONO","Female",1,"Rural",NA,NA,NA,NA,NA,NA,NA,550,NA,637715,1,NA,0,"Low"
"ASHANTI","Female",10,"Urban",NA,"Primary",400,NA,NA,NA,NA,704.84499041006,NA,624310,1,3,1,"Low"
"NORTHERN","Male",12,"Urban","Never married","Primary",160,NA,NA,NA,NA,704.84499041006,NA,646214,1,3,1,"Low"
"NORTH EAST","Female",9,"Rural",NA,"Primary",200,NA,NA,NA,NA,704.84499041006,NA,752603,1,3,0,"Low"
"BONO","Female",12,"Rural","Never married","Primary",150,NA,NA,NA,NA,704.84499041006,NA,138008,1,3,0,"Low"
"WESTERN NORTH","Male",14,"Rural","Never married","JSS/JHS",500,NA,NA,NA,NA,618.119080643605,NA,532606,10,4,0,"Low"
"NORTHERN","Male",31,"Urban","Married (Islamic)","Tertiary - HND",NA,5,"Managers",5,"No",2000,NA,346009,1,11,1,"High"
"NORTHERN","Female",0,"Urban",NA,NA,NA,NA,NA,NA,NA,550,NA,146323,1,NA,1,"Low"
"UPPER WEST","Male",7,"Urban",NA,"Primary",35,NA,NA,NA,NA,704.84499041006,NA,157323,1,3,1,"Low"
"BONO EAST","Male",22,"Urban","Never married","SSS/SHS",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,540108,10,6,1,"High"
"CENTRAL","Female",17,"Rural","Never married","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",307518,1,3,0,"High"
"OTI","Male",18,"Urban","Informal/living together","SSS/SHS",4200,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,243311,1,6,1,"High"
"WESTERN NORTH","Female",15,"Urban","Never married","SSS/SHS",300,NA,NA,NA,NA,673.530203086443,NA,330116,1,6,1,"Low"
"NORTHERN","Female",11,"Rural",NA,"Kindergarten",100,NA,NA,NA,NA,729.655004205214,NA,446617,1,2,0,"High"
"VOLTA","Female",31,"Urban","Widowed","SSS/SHS",NA,NA,"Service and sales workers",0,NA,660.672413793103,"Yes",715211,1,6,1,"Low"
"WESTERN NORTH","Male",46,"Urban","Married (Customary/Traditional)","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",230112,1,3,1,"High"
"UPPER EAST","Male",7,"Rural",NA,"Primary",187,NA,NA,NA,NA,704.84499041006,NA,156916,1,3,0,"Low"
"UPPER WEST","Female",14,"Urban","Never married","JSS/JHS",200,NA,NA,NA,NA,618.119080643605,NA,757901,NA,4,1,"Low"
"UPPER WEST","Male",4,"Rural",NA,"Kindergarten",21,NA,NA,NA,NA,729.655004205214,NA,159609,1,2,0,"High"
"NORTH EAST","Male",31,"Rural","Never married","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"Don't Know",752504,1,3,0,"High"
"UPPER WEST","Female",66,"Rural","Widowed","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,460008,1,0,0,"High"
"SAVANNAH","Female",1,"Rural",NA,NA,NA,NA,NA,NA,NA,550,NA,150113,NA,NA,0,"Low"
"GREATER ACCRA","Male",13,"Urban","Never married","JSS/JHS",600,NA,NA,NA,NA,618.119080643605,NA,209111,1,4,1,"Low"
"VOLTA","Female",20,"Rural","Never married","SSS/SHS",550,NA,NA,NA,NA,673.530203086443,NA,117419,1,6,0,"Low"
"NORTHERN","Female",3,"Rural",NA,"Nursery",200,NA,NA,NA,NA,681.833333333333,NA,747718,1,1,0,"Low"
"VOLTA","Female",6,"Rural",NA,"Kindergarten",2000,NA,NA,NA,NA,729.655004205214,NA,616407,1,2,0,"High"
"WESTERN","Male",65,"Urban","Married (Customary/Traditional)","Secondary",NA,NA,NA,NA,NA,804.501231527094,NA,300920,NA,7,1,"High"
"ASHANTI","Male",3,"Urban",NA,"Kindergarten",150,NA,NA,NA,NA,729.655004205214,NA,623609,1,2,1,"High"
"UPPER EAST","Male",47,"Rural","Married (Customary/Traditional)","Middle",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,555311,10,5,0,"High"
"AHAFO","Male",21,"Rural","Never married","SSS/SHS",600,NA,NA,NA,NA,673.530203086443,NA,235505,NA,6,0,"Low"
"OTI","Female",15,"Rural","Never married","JSS/JHS",NA,NA,NA,NA,NA,618.119080643605,NA,743716,1,4,0,"Low"
"UPPER EAST","Male",67,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,556609,10,0,0,"High"
"SAVANNAH","Female",6,"Urban",NA,"No Formal Education",NA,NA,NA,NA,NA,821.77145438121,NA,749306,1,0,1,"High"
"UPPER WEST","Male",9,"Rural",NA,"Primary",40,NA,NA,NA,NA,704.84499041006,NA,259018,1,3,0,"Low"
"GREATER ACCRA","Male",3,"Urban",NA,"Kindergarten",200,NA,NA,NA,NA,729.655004205214,NA,210909,1,2,1,"High"
"EASTERN","Female",38,"Urban","Never married","Tertiary - Bachelor's Degree",NA,4,"Professionals",0,"Yes",1800,"No",420001,1,12,1,"High"
"ASHANTI","Male",51,"Rural","Married (Customary/Traditional)","Middle",NA,6,"Plant and machine operators, and assemblers",0,"No",2000,"Don't Know",627507,1,5,0,"High"
"BONO EAST","Female",35,"Urban","Married (Islamic)","Primary",NA,NA,"Service and sales workers",3,NA,660.672413793103,NA,140709,1,3,1,"Low"
"NORTHERN","Male",12,"Urban","Never married","Primary",450,NA,NA,NA,NA,704.84499041006,NA,746312,1,3,1,"Low"
"BONO","Male",18,"Urban","Never married","SSS/SHS",110,NA,NA,NA,NA,673.530203086443,NA,736616,1,6,1,"Low"
"EASTERN","Male",14,"Rural","Never married","JSS/JHS",300,NA,NA,NA,NA,618.119080643605,NA,221503,NA,4,0,"Low"
"WESTERN","Female",36,"Rural","Married (Islamic)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",5,NA,889,NA,402216,NA,0,0,"High"
"NORTHERN","Male",16,"Rural","Never married","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,547816,10,0,0,"High"
"BONO EAST","Female",17,"Urban","Never married","JSS/JHS",0,NA,NA,NA,NA,618.119080643605,NA,240114,NA,4,1,"Low"
"CENTRAL","Female",8,"Urban",NA,"Primary",270,NA,NA,NA,NA,704.84499041006,NA,705618,1,3,1,"Low"
"BONO EAST","Female",43,"Urban","Divorced","SSS/SHS",NA,NA,"Service and sales workers",1,NA,660.672413793103,"No",739305,1,6,1,"Low"
"WESTERN","Female",2,"Rural",NA,NA,NA,NA,NA,NA,NA,550,NA,103717,1,NA,0,"Low"
"ASHANTI","Female",28,"Urban","Never married","SSS/SHS",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,425512,1,6,1,"High"
"AHAFO","Female",18,"Urban","Married (Customary/Traditional)","SSS/SHS",200,5,"Elementary occupations",8,"No",300,"No",233803,1,6,1,"Low"
"ASHANTI","Female",19,"Rural","Never married","SSS/SHS",120,NA,NA,NA,NA,673.530203086443,NA,729915,1,6,0,"Low"
"UPPER EAST","Male",15,"Rural","Never married","Primary",NA,NA,"Craft and related trades workers",0,NA,267.5,"Don't Know",356906,1,3,0,"Low"
"SAVANNAH","Male",31,"Rural","Informal/living together","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"Yes",650403,1,0,0,"High"
"UPPER EAST","Male",47,"Urban","Married (Customary/Traditional)","JSS/JHS",NA,NA,NA,NA,NA,618.119080643605,NA,554502,10,4,1,"Low"
"EASTERN","Female",2,"Rural",NA,NA,NA,NA,NA,NA,NA,550,NA,223318,NA,NA,0,"Low"
"ASHANTI","Male",73,"Rural","Married (Customary/Traditional)","Middle",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",627903,1,5,0,"High"
"WESTERN","Male",13,"Rural","Never married","Primary",165,NA,NA,NA,NA,704.84499041006,NA,602308,1,3,0,"Low"
"WESTERN","Female",21,"Rural","Never married","JSS/JHS",NA,NA,"Skilled agricultural, forestry and fishery workers",8,NA,889,NA,403917,4,4,0,"High"
"GREATER ACCRA","Female",17,"Urban","Never married","JSS/JHS",0,NA,NA,NA,NA,618.119080643605,NA,512917,10,4,1,"Low"
"OTI","Female",13,"Rural","Never married","Primary",15,NA,NA,NA,NA,704.84499041006,NA,244205,2,3,0,"Low"
"BONO","Male",40,"Rural","Married (Customary/Traditional)","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,437903,1,3,0,"High"
"ASHANTI","Male",65,"Urban","Married (Civil/Ordinance)","Tertiary - Master's Degree",NA,NA,"Service and sales workers",3,NA,660.672413793103,"Yes",625920,1,14,1,"Low"
"NORTH EAST","Female",15,"Rural","Never married","JSS/JHS",100,NA,NA,NA,NA,618.119080643605,NA,153120,1,4,0,"Low"
"CENTRAL","Male",19,"Rural","Never married","SSS/SHS",900,NA,NA,NA,NA,673.530203086443,NA,607814,1,6,0,"Low"
"CENTRAL","Female",4,"Urban",NA,"Kindergarten",750,NA,NA,NA,NA,729.655004205214,NA,306705,NA,2,1,"High"
"NORTHERN","Male",5,"Rural",NA,"No Formal Education",0,NA,NA,NA,NA,821.77145438121,NA,347314,1,0,0,"High"
"VOLTA","Male",12,"Urban","Never married","Primary",50,NA,NA,NA,NA,704.84499041006,NA,614903,NA,3,1,"Low"
"UPPER EAST","Male",47,"Rural","Married (Customary/Traditional)","Tertiary - Bachelor's Degree",NA,NA,"Service and sales workers",0,"Yes",2500,"Yes",455910,NA,12,0,"High"
"NORTHERN","Female",48,"Rural","Married (Islamic)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",8,NA,889,"No",747507,1,0,0,"High"
"OTI","Male",28,"Urban","Informal/living together","JSS/JHS",NA,NA,NA,NA,NA,618.119080643605,NA,242502,NA,4,1,"Low"
"BONO","Male",10,"Rural",NA,"Primary",80,NA,"Skilled agricultural, forestry and fishery workers",3,NA,889,NA,438517,1,3,0,"High"
"ASHANTI","Female",18,"Urban","Never married","SSS/SHS",3200,NA,NA,NA,NA,673.530203086443,NA,424008,1,6,1,"Low"
"WESTERN","Female",35,"Urban","Married (Islamic)","Primary",NA,NA,NA,NA,NA,704.84499041006,NA,100308,1,3,1,"Low"
"EASTERN","Male",24,"Rural","Never married","SSS/SHS",NA,5,"Elementary occupations",0,"No",40,"No",221906,3,6,0,"Low"
"GREATER ACCRA","Female",52,"Rural","Informal/living together","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",314416,1,3,0,"High"
"UPPER EAST","Male",32,"Rural","Never married","SSS/SHS",NA,NA,"Skilled agricultural, forestry and fishery workers",6,NA,889,"Yes",355802,2,6,0,"High"
"EASTERN","Female",1,"Urban",NA,NA,NA,NA,NA,NA,NA,550,NA,118820,1,NA,1,"Low"
"UPPER EAST","Female",77,"Urban","Married (Customary/Traditional)","No Formal Education",NA,NA,NA,NA,NA,821.77145438121,NA,154808,1,0,1,"High"
"ASHANTI","Female",16,"Urban","Never married","SSS/SHS",500,NA,NA,NA,NA,673.530203086443,NA,525513,10,6,1,"Low"
"BONO","Female",19,"Urban","Never married","SSS/SHS",400,NA,NA,NA,NA,673.530203086443,NA,736618,1,6,1,"Low"
"EASTERN","Male",6,"Rural",NA,"Kindergarten",150,NA,NA,NA,NA,729.655004205214,NA,422013,2,2,0,"High"
"UPPER WEST","Male",14,"Rural","Never married","Primary",320,NA,NA,NA,NA,704.84499041006,NA,159116,NA,3,0,"Low"
"BONO","Male",71,"Rural","Married (Customary/Traditional)","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,138304,1,3,0,"High"
"UPPER EAST","Male",4,"Rural",NA,"Primary",138,NA,NA,NA,NA,704.84499041006,NA,256808,1,3,0,"Low"
"EASTERN","Male",10,"Urban",NA,"Primary",100,NA,NA,NA,NA,704.84499041006,NA,418820,1,3,1,"Low"
"CENTRAL","Female",24,"Urban","Never married","SSS/SHS",NA,NA,"Service and sales workers",0,NA,660.672413793103,NA,405313,NA,6,1,"Low"
"WESTERN","Male",19,"Rural","Never married","SSS/SHS",350,NA,NA,NA,NA,673.530203086443,NA,303903,NA,6,0,"Low"
"WESTERN","Female",10,"Rural",NA,"Primary",0,NA,NA,NA,NA,704.84499041006,NA,202203,NA,3,0,"Low"
"OTI","Male",11,"Urban",NA,"Primary",50,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,543217,10,3,1,"High"
"BONO EAST","Female",59,"Urban","Married (Customary/Traditional)","Middle",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",240005,1,5,1,"High"
"NORTHERN","Female",17,"Rural","Never married","Primary",60,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"Don't Know",647109,1,3,0,"High"
"ASHANTI","Male",9,"Rural",NA,"Primary",200,NA,NA,NA,NA,704.84499041006,NA,129213,1,3,0,"Low"
"AHAFO","Female",26,"Urban","Never married","JSS/JHS",NA,5,"Skilled agricultural, forestry and fishery workers",7,"No",800,"No",633116,1,4,1,"High"
"NORTHERN","Female",2,"Rural",NA,NA,NA,NA,NA,NA,NA,550,NA,147006,1,NA,0,"Low"
"UPPER EAST","Female",5,"Rural",NA,"Nursery",75,NA,NA,NA,NA,681.833333333333,NA,557005,10,1,0,"Low"
"GREATER ACCRA","Female",8,"Rural",NA,"No Formal Education",NA,NA,"Elementary occupations",0,NA,464.756097560976,NA,514411,80,0,0,"Low"
"WESTERN","Female",36,"Rural","Married (Customary/Traditional)","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",603118,2,3,0,"High"
"NORTHERN","Male",60,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",8,NA,889,NA,546806,10,0,0,"High"
"UPPER WEST","Female",44,"Rural","Married (Islamic)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,358802,2,0,0,"High"
"NORTH EAST","Female",8,"Rural",NA,"Primary",30,NA,NA,NA,NA,704.84499041006,NA,352616,2,3,0,"Low"
"VOLTA","Male",0,"Rural",NA,NA,NA,NA,NA,NA,NA,550,NA,218110,2,NA,0,"Low"
"ASHANTI","Male",16,"Urban","Never married","JSS/JHS",500,NA,NA,NA,NA,618.119080643605,NA,226317,1,4,1,"Low"
"AHAFO","Female",43,"Rural","Separated","Primary",NA,NA,NA,NA,NA,704.84499041006,NA,635607,3,3,0,"Low"
"NORTH EAST","Male",44,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,NA,NA,NA,821.77145438121,NA,453016,1,0,0,"High"
"GREATER ACCRA","Female",4,"Urban",NA,"No Formal Education",300,NA,NA,NA,NA,821.77145438121,NA,212501,1,0,1,"High"
"CENTRAL","Female",29,"Rural","Married (Civil/Ordinance)","Tertiary - Post graduate certificate / diploma",NA,5,"Professionals",0,"Yes",1600,"Yes",107916,1,13,0,"High"
"ASHANTI","Male",1,"Urban",NA,NA,NA,NA,NA,NA,NA,550,NA,525907,10,NA,1,"Low"
"UPPER EAST","Male",8,"Urban",NA,"Primary",180,NA,NA,NA,NA,704.84499041006,NA,755002,1,3,1,"Low"
"OTI","Male",13,"Rural","Never married","Primary",15,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,743905,1,3,0,"High"
"OTI","Male",2,"Urban",NA,NA,NA,NA,NA,NA,NA,550,NA,342715,1,NA,1,"Low"
"WESTERN","Male",12,"Rural","Never married","Primary",100,NA,"Elementary occupations",8,NA,464.756097560976,NA,403509,1,3,0,"Low"
"ASHANTI","Male",48,"Urban","Married (Civil/Ordinance)","Tertiary - Bachelor's Degree",NA,NA,"Craft and related trades workers",0,NA,267.5,"Yes",624409,1,12,1,"Low"
"VOLTA","Male",39,"Rural","Informal/living together","SSS/SHS",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,416204,2,6,0,"High"
"BONO EAST","Female",8,"Urban",NA,"Primary",400,NA,NA,NA,NA,704.84499041006,NA,739413,1,3,1,"Low"
"EASTERN","Female",2,"Rural",NA,NA,NA,NA,NA,NA,NA,550,NA,623309,1,NA,0,"Low"
"OTI","Male",37,"Urban","Never married","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"Don't Know",242306,10,3,1,"High"
"ASHANTI","Male",20,"Rural","Never married","Tertiary - Bachelor's Degree",1500,NA,NA,NA,NA,1823.08021656255,NA,329104,NA,12,0,"High"
"UPPER EAST","Male",22,"Rural","Never married","SSS/SHS",250,NA,NA,NA,NA,673.530203086443,NA,455718,1,6,0,"Low"
"NORTHERN","Female",24,"Urban","Never married","Tertiary - Bachelor's Degree",0,4,"Professionals",0,"No",400,"Don't Know",546112,10,12,1,"Low"
"BONO EAST","Female",7,"Rural",NA,"No Formal Education",NA,NA,NA,NA,NA,821.77145438121,NA,741306,2,0,0,"High"
"EASTERN","Male",57,"Urban","Married (Customary/Traditional)","Middle",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",320115,1,5,1,"High"
"ASHANTI","Female",1,"Urban",NA,NA,NA,NA,NA,NA,NA,550,NA,426514,1,NA,1,"Low"
"EASTERN","Female",58,"Urban","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",120707,NA,0,1,"High"
"CENTRAL","Female",62,"Urban","Widowed","Primary",NA,NA,NA,NA,NA,704.84499041006,NA,505810,80,3,1,"Low"
"UPPER EAST","Female",2,"Rural",NA,NA,NA,NA,NA,NA,NA,550,NA,556018,10,NA,0,"Low"
"UPPER EAST","Female",12,"Urban","Never married","Primary",150,NA,NA,NA,NA,704.84499041006,NA,355204,1,3,1,"Low"
"NORTH EAST","Male",16,"Rural","Never married","JSS/JHS",30,NA,NA,NA,NA,618.119080643605,NA,653213,NA,4,0,"Low"
"UPPER EAST","Female",55,"Rural","Widowed","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",655609,1,0,0,"High"
"EASTERN","Male",21,"Rural","Never married","SSS/SHS",420,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",623215,1,6,0,"High"
"EASTERN","Female",57,"Rural","Widowed","Middle",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",221710,1,5,0,"High"
"NORTH EAST","Male",56,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",5,NA,889,NA,352411,1,0,0,"High"
"UPPER WEST","Male",32,"Rural","Informal/living together","Tertiary - HND",NA,5,"Professionals",2,"No",400,"Yes",658906,1,11,0,"Low"
"ASHANTI","Female",22,"Urban","Never married","Primary",NA,NA,NA,NA,NA,704.84499041006,NA,124205,1,3,1,"Low"
"UPPER EAST","Female",29,"Urban","Married (Islamic)","No Formal Education",NA,NA,"Service and sales workers",0,NA,660.672413793103,"Don't Know",655110,1,0,1,"Low"
"WESTERN NORTH","Male",14,"Urban","Never married","SSS/SHS",500,NA,NA,NA,NA,673.530203086443,NA,630520,1,6,1,"Low"
"AHAFO","Female",5,"Rural",NA,"No Formal Education",100,NA,NA,NA,NA,821.77145438121,NA,134508,1,0,0,"High"
"AHAFO","Female",3,"Urban",NA,NA,350,NA,NA,NA,NA,550,NA,633418,NA,NA,1,"Low"
"EASTERN","Female",9,"Rural",NA,"Primary",350,NA,NA,NA,NA,704.84499041006,NA,321915,1,3,0,"Low"
"NORTH EAST","Female",44,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Service and sales workers",5,NA,660.672413793103,NA,453405,1,0,0,"Low"
"EASTERN","Female",35,"Rural","Married (Customary/Traditional)","JSS/JHS",NA,NA,"Service and sales workers",0,NA,660.672413793103,NA,522509,10,4,0,"Low"
"NORTHERN","Female",20,"Urban","Married (Islamic)","No Formal Education",NA,NA,NA,3,NA,821.77145438121,NA,145314,1,0,1,"High"
"WESTERN NORTH","Female",62,"Urban","Married (Customary/Traditional)","No Formal Education",NA,NA,"Craft and related trades workers",0,NA,267.5,"Don't Know",730314,1,0,1,"Low"
"CENTRAL","Female",41,"Urban","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",1,NA,889,"Don't Know",106604,1,0,1,"High"
"GREATER ACCRA","Male",41,"Urban","Married (Civil/Ordinance)","JSS/JHS",NA,NA,"Craft and related trades workers",7,NA,267.5,"No",709618,1,4,1,"Low"
"UPPER WEST","Female",16,"Urban","Never married","JSS/JHS",50,NA,NA,NA,NA,618.119080643605,NA,558217,10,4,1,"Low"
"VOLTA","Female",2,"Rural",NA,NA,NA,NA,NA,NA,NA,550,NA,318317,2,NA,0,"Low"
"AHAFO","Male",64,"Rural","Married (Customary/Traditional)","Middle",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",734508,NA,5,0,"High"
"ASHANTI","Female",14,"Rural","Never married","JSS/JHS",1500,NA,NA,NA,NA,618.119080643605,NA,429108,NA,4,0,"Low"
"WESTERN NORTH","Female",38,"Urban","Married (Customary/Traditional)","JSS/JHS",NA,NA,"Skilled agricultural, forestry and fishery workers",1,NA,889,"No",730409,1,4,1,"High"
"OTI","Male",8,"Rural",NA,"Primary",135,NA,NA,NA,NA,704.84499041006,NA,143812,1,3,0,"Low"
"CENTRAL","Male",45,"Rural","Married (Customary/Traditional)","Middle",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",108419,1,5,0,"High"
